transaction_id,customer_id,amount,timestamp,payment_method,merchant_category,status,gateway_code,failure_reason,is_retry,retry_count,original_transaction_id,recovered,recovered_amount,recovery_intervention
pay_204786,cust_106433,13224.42,2026-06-28 10:08:57.546112,UPI,Financial Services,captured,,,False,0,,False,0.0,none
pay_204787,cust_102902,20780.66,2026-06-28 10:10:31.546112,netbanking,Edtech,captured,,,False,0,,False,0.0,none
pay_204788,cust_102017,11365.26,2026-06-28 10:12:04.546112,wallet,Edtech,captured,,,False,0,,False,0.0,none
pay_204789,cust_105749,559.73,2026-06-28 10:12:40.546112,card,E-commerce,captured,,,False,0,,False,0.0,none
pay_204790,cust_109711,73294.48,2026-06-28 10:15:29.546112,wallet,Financial Services,captured,BAD_REQUEST_PAYMENT_OTP_INCORRECT,Incorrect OTP entered,False,0,,True,73294.48,reminder
pay_204791,cust_106306,46362.43,2026-06-28 10:16:38.546112,UPI,Financial Services,captured,,,False,0,,False,0.0,none
pay_204792,cust_105313,1999.0,2026-06-28 10:18:05.546112,UPI,SaaS,captured,GATEWAY_ERROR_ISSUER_DOWN,Bank issuer down or unresponsive,False,0,,True,1999.0,retry
pay_204793,cust_101202,1999.0,2026-06-28 10:20:57.546112,UPI,SaaS,captured,,,False,0,,False,0.0,none
pay_204794,cust_110601,250.0,2026-06-28 10:23:20.546112,card,Gaming,captured,GATEWAY_ERROR_TIMED_OUT,Gateway request timed out,False,0,,True,250.0,retry
pay_204795,cust_105863,999.0,2026-06-28 10:26:10.546112,UPI,SaaS,captured,,,False,0,,False,0.0,none
pay_204796,cust_108526,999.0,2026-06-28 10:29:03.546112,UPI,SaaS,captured,GATEWAY_ERROR_ISSUER_DOWN,Bank issuer down or unresponsive,False,0,,True,999.0,retry
pay_204797,cust_103036,946.79,2026-06-28 10:29:56.546112,card,E-commerce,failed,BAD_REQUEST_PAYMENT_OTP_INCORRECT,Incorrect OTP entered,False,0,,False,0.0,none
pay_204798,cust_105058,1428.53,2026-06-28 10:30:28.546112,UPI,E-commerce,captured,,,False,0,,False,0.0,none
pay_204799,cust_109701,54196.48,2026-06-28 10:32:35.546112,card,Financial Services,captured,,,False,0,,False,0.0,none
pay_204800,cust_111136,10885.95,2026-06-28 10:34:33.546112,card,Edtech,captured,GATEWAY_ERROR_TIMED_OUT,Gateway request timed out,False,0,,True,10885.95,retry
pay_204801,cust_106195,10238.71,2026-06-28 10:36:32.546112,card,Edtech,failed,GATEWAY_ERROR_TIMED_OUT,Gateway request timed out,False,0,,False,0.0,none
pay_204802,cust_110915,5000.0,2026-06-28 10:36:48.546112,UPI,Gaming,captured,,,False,0,,False,0.0,none
pay_204803,cust_107878,1999.0,2026-06-28 10:39:07.546112,UPI,SaaS,captured,,,False,0,,False,0.0,none
pay_204804,cust_104810,5000.0,2026-06-28 10:41:50.546112,wallet,Gaming,captured,GATEWAY_ERROR_TIMED_OUT,Gateway request timed out,False,0,,True,5000.0,retry
pay_204805,cust_109686,55357.53,2026-06-28 10:42:09.546112,card,Financial Services,failed,BAD_REQUEST_PAYMENT_CANCELLED_BY_USER,Cancelled by user on payment page,False,0,,False,0.0,reminder
pay_204806,cust_103094,1999.0,2026-06-28 10:42:37.546112,UPI,SaaS,captured,,,False,0,,False,0.0,none
pay_204807,cust_104136,701.45,2026-06-28 10:43:42.546112,card,E-commerce,captured,,,False,0,,False,0.0,none
pay_204808,cust_107037,9434.97,2026-06-28 10:46:25.546112,netbanking,Financial Services,failed,BAD_REQUEST_PAYMENT_CARD_DECLINED,Insufficient funds or card status issue,False,0,,False,0.0,none
pay_204809,cust_105378,9474.42,2026-06-28 10:48:31.546112,card,Edtech,failed,BAD_REQUEST_PAYMENT_OTP_INCORRECT,Incorrect OTP entered,False,0,,False,0.0,none
pay_204810,cust_104388,5000.0,2026-06-28 10:50:57.546112,UPI,Gaming,captured,GATEWAY_ERROR_ISSUER_DOWN,Bank issuer down or unresponsive,False,0,,True,5000.0,retry
pay_204811,cust_105414,1000.0,2026-06-28 10:53:18.546112,UPI,Gaming,captured,,,False,0,,False,0.0,none
pay_204812,cust_105685,58383.89,2026-06-28 10:55:08.546112,UPI,Financial Services,captured,,,False,0,,False,0.0,none
pay_204813,cust_101651,500.0,2026-06-28 10:57:04.546112,netbanking,Gaming,captured,,,False,0,,False,0.0,none
pay_204814,cust_110630,999.0,2026-06-28 10:59:40.546112,card,SaaS,captured,,,False,0,,False,0.0,none
pay_204815,cust_105763,4999.0,2026-06-28 11:01:16.546112,card,SaaS,captured,,,False,0,,False,0.0,none
pay_204816,cust_109761,33840.95,2026-06-28 11:02:43.546112,UPI,Financial Services,failed,GATEWAY_ERROR_TIMED_OUT,Gateway request timed out,False,0,,False,0.0,none
pay_204817,cust_103416,12646.25,2026-06-28 11:04:38.546112,UPI,E-commerce,captured,,,False,0,,False,0.0,none
pay_204818,cust_109183,821.84,2026-06-28 11:07:01.546112,UPI,E-commerce,captured,,,False,0,,False,0.0,none
pay_204819,cust_103265,43990.85,2026-06-28 11:09:44.546112,UPI,Financial Services,captured,,,False,0,,False,0.0,none
pay_204820,cust_108717,5229.11,2026-06-28 11:12:41.546112,card,E-commerce,captured,,,False,0,,False,0.0,none
pay_204821,cust_111661,4678.21,2026-06-28 11:14:40.546112,UPI,E-commerce,captured,,,False,0,,False,0.0,none
pay_204822,cust_108657,474.87,2026-06-28 11:14:58.546112,UPI,E-commerce,captured,,,False,0,,False,0.0,none
pay_204823,cust_111115,250.0,2026-06-28 11:16:40.546112,UPI,Gaming,captured,,,False,0,,False,0.0,none
pay_204824,cust_111858,999.0,2026-06-28 11:17:41.546112,UPI,SaaS,captured,,,False,0,,False,0.0,none
pay_204825,cust_105105,398.91,2026-06-28 11:18:46.546112,UPI,E-commerce,failed,GATEWAY_ERROR_TIMED_OUT,Gateway request timed out,False,0,,False,0.0,retry
pay_204826,cust_101691,17375.5,2026-06-28 11:20:06.546112,card,Edtech,captured,,,False,0,,False,0.0,none
pay_204827,cust_107080,250.0,2026-06-28 11:21:20.546112,card,Gaming,failed,BAD_REQUEST_PAYMENT_CANCELLED_BY_USER,Cancelled by user on payment page,False,0,,False,0.0,none
pay_204828,cust_108136,1005.17,2026-06-28 11:22:41.546112,UPI,E-commerce,captured,,,False,0,,False,0.0,none
pay_204829,cust_100738,48199.54,2026-06-28 11:25:39.546112,card,Financial Services,failed,BAD_REQUEST_PAYMENT_CARD_BLOCKED,Card blocked by issuer bank,False,0,,False,0.0,none
pay_204830,cust_104813,1999.0,2026-06-28 11:25:55.546112,netbanking,SaaS,captured,,,False,0,,False,0.0,none
pay_204831,cust_110055,9654.65,2026-06-28 11:27:08.546112,card,E-commerce,captured,,,False,0,,False,0.0,none
pay_204832,cust_109190,5000.0,2026-06-28 11:29:34.546112,card,Gaming,failed,BAD_REQUEST_PAYMENT_CARD_DECLINED,Insufficient funds or card status issue,False,0,,False,0.0,link
pay_204833,cust_101643,500.0,2026-06-28 11:31:18.546112,card,Gaming,failed,BAD_REQUEST_PAYMENT_CANCELLED_BY_USER,Cancelled by user on payment page,False,0,,False,0.0,reminder
pay_204834,cust_104848,40501.89,2026-06-28 11:33:55.546112,UPI,Financial Services,captured,,,False,0,,False,0.0,none
pay_204835,cust_110370,9999.0,2026-06-28 11:34:21.546112,UPI,SaaS,captured,,,False,0,,False,0.0,none
pay_204836,cust_108182,1999.0,2026-06-28 11:35:02.546112,UPI,SaaS,captured,,,False,0,,False,0.0,none
pay_204837,cust_108490,39881.66,2026-06-28 11:37:15.546112,UPI,Financial Services,captured,,,False,0,,False,0.0,none
pay_204838,cust_105722,250.0,2026-06-28 11:37:49.546112,UPI,Gaming,captured,,,False,0,,False,0.0,none
pay_204839,cust_109992,45932.8,2026-06-28 11:40:34.546112,UPI,Financial Services,captured,GATEWAY_ERROR_TIMED_OUT,Gateway request timed out,False,0,,True,45932.8,retry
pay_204840,cust_107472,47820.48,2026-06-28 11:43:30.546112,netbanking,Financial Services,failed,BAD_REQUEST_PAYMENT_CARD_DECLINED,Insufficient funds or card status issue,False,0,,False,0.0,link
pay_204841,cust_104619,26557.5,2026-06-28 11:43:48.546112,netbanking,Edtech,captured,,,False,0,,False,0.0,none
pay_204842,cust_106615,5094.79,2026-06-28 11:45:03.546112,UPI,Edtech,captured,,,False,0,,False,0.0,none
pay_204843,cust_111330,500.0,2026-06-28 11:47:46.546112,UPI,Gaming,captured,,,False,0,,False,0.0,none
pay_204844,cust_109770,100.0,2026-06-28 11:48:26.546112,card,Gaming,captured,,,False,0,,False,0.0,none
pay_204845,cust_110722,1335.76,2026-06-28 11:51:08.546112,netbanking,E-commerce,captured,,,False,0,,False,0.0,none
pay_204846,cust_108213,29449.56,2026-06-28 11:52:40.546112,UPI,Edtech,captured,,,False,0,,False,0.0,none
pay_204847,cust_106226,1310.27,2026-06-28 11:55:00.546112,wallet,E-commerce,captured,,,False,0,,False,0.0,none
pay_204848,cust_101678,33385.41,2026-06-28 11:57:05.546112,UPI,Financial Services,captured,,,False,0,,False,0.0,none
pay_204849,cust_104586,846.51,2026-06-28 11:59:04.546112,card,E-commerce,captured,,,False,0,,False,0.0,none
pay_204850,cust_107221,26895.71,2026-06-28 12:01:41.546112,UPI,Edtech,captured,,,False,0,,False,0.0,none
pay_204851,cust_111204,9999.0,2026-06-28 12:03:49.546112,UPI,SaaS,captured,,,False,0,,False,0.0,none
pay_204852,cust_106505,38272.2,2026-06-28 12:04:21.546112,UPI,Financial Services,captured,,,False,0,,False,0.0,none
pay_204853,cust_101546,1999.0,2026-06-28 12:06:19.546112,UPI,SaaS,captured,,,False,0,,False,0.0,none
pay_204854,cust_106087,2027.24,2026-06-28 12:07:09.546112,UPI,E-commerce,captured,,,False,0,,False,0.0,none
pay_204855,cust_101927,9949.32,2026-06-28 12:09:14.546112,UPI,Edtech,captured,,,False,0,,False,0.0,none
pay_204856,cust_108972,152.24,2026-06-28 12:10:10.546112,netbanking,E-commerce,captured,,,False,0,,False,0.0,none
pay_204857,cust_104470,1000.0,2026-06-28 12:11:17.546112,UPI,Gaming,captured,GATEWAY_ERROR_TIMED_OUT,Gateway request timed out,False,0,,True,1000.0,retry
pay_204858,cust_102712,5000.0,2026-06-28 12:13:54.546112,UPI,Gaming,captured,,,False,0,,False,0.0,none
pay_204859,cust_104389,9999.0,2026-06-28 12:16:35.546112,card,SaaS,captured,GATEWAY_ERROR_TIMED_OUT,Gateway request timed out,False,0,,True,9999.0,retry
pay_204860,cust_102117,250.0,2026-06-28 12:17:01.546112,card,Gaming,captured,,,False,0,,False,0.0,none
pay_204861,cust_105005,571.11,2026-06-28 12:19:15.546112,UPI,E-commerce,captured,,,False,0,,False,0.0,none
pay_204862,cust_105133,55161.64,2026-06-28 12:21:31.546112,UPI,Financial Services,captured,BAD_REQUEST_PAYMENT_CANCELLED_BY_USER,Cancelled by user on payment page,False,0,,True,55161.64,reminder
pay_204863,cust_102121,28075.04,2026-06-28 12:22:34.546112,UPI,Edtech,captured,GATEWAY_ERROR_ISSUER_DOWN,Bank issuer down or unresponsive,False,0,,True,28075.04,retry
pay_204864,cust_105277,71660.59,2026-06-28 12:25:06.546112,UPI,Financial Services,captured,,,False,0,,False,0.0,none
pay_204865,cust_107828,4999.0,2026-06-28 12:25:23.546112,card,SaaS,captured,BAD_REQUEST_PAYMENT_OTP_INCORRECT,Incorrect OTP entered,False,0,,True,4999.0,reminder
pay_204866,cust_107558,2155.67,2026-06-28 12:27:50.546112,UPI,Financial Services,captured,,,False,0,,False,0.0,none
pay_204867,cust_104410,1999.0,2026-06-28 12:28:54.546112,netbanking,SaaS,captured,,,False,0,,False,0.0,none
pay_204868,cust_105407,5000.0,2026-06-28 12:30:19.546112,netbanking,Gaming,failed,GATEWAY_ERROR_ISSUER_DOWN,Bank issuer down or unresponsive,False,0,,False,0.0,retry
pay_204869,cust_106327,1000.0,2026-06-28 12:33:13.546112,UPI,Gaming,captured,,,False,0,,False,0.0,none
pay_204870,cust_110839,250.0,2026-06-28 12:34:42.546112,card,Gaming,captured,,,False,0,,False,0.0,none
pay_204871,cust_110253,24285.68,2026-06-28 12:35:30.546112,UPI,Edtech,captured,GATEWAY_ERROR_TIMED_OUT,Gateway request timed out,False,0,,True,24285.68,retry
pay_204872,cust_107522,1037.35,2026-06-28 12:36:23.546112,netbanking,E-commerce,captured,,,False,0,,False,0.0,none
pay_204873,cust_103858,4999.0,2026-06-28 12:37:07.546112,card,SaaS,captured,,,False,0,,False,0.0,none
pay_204874,cust_107170,3048.96,2026-06-28 12:37:28.546112,UPI,E-commerce,captured,,,False,0,,False,0.0,none
pay_204875,cust_111342,10425.56,2026-06-28 12:38:44.546112,UPI,E-commerce,captured,,,False,0,,False,0.0,none
pay_204876,cust_104532,52167.93,2026-06-28 12:40:28.546112,wallet,Financial Services,captured,,,False,0,,False,0.0,none
pay_204877,cust_105896,658.01,2026-06-28 12:40:54.546112,UPI,E-commerce,captured,,,False,0,,False,0.0,none
pay_204878,cust_110717,46502.22,2026-06-28 12:41:14.546112,card,Financial Services,captured,,,False,0,,False,0.0,none
pay_204879,cust_111784,9999.0,2026-06-28 12:42:51.546112,netbanking,SaaS,captured,,,False,0,,False,0.0,none
pay_204880,cust_108218,12231.31,2026-06-28 12:43:17.546112,netbanking,Edtech,captured,,,False,0,,False,0.0,none
pay_204881,cust_104562,733.25,2026-06-28 12:43:32.546112,card,E-commerce,failed,BAD_REQUEST_PAYMENT_CARD_DECLINED,Insufficient funds or card status issue,False,0,,False,0.0,none
pay_204882,cust_106879,26424.26,2026-06-28 12:44:20.546112,UPI,Financial Services,captured,,,False,0,,False,0.0,none
pay_204883,cust_111757,100.0,2026-06-28 12:45:45.546112,card,Gaming,failed,BAD_REQUEST_PAYMENT_CARD_DECLINED,Insufficient funds or card status issue,False,0,,False,0.0,none
pay_204884,cust_111116,500.0,2026-06-28 12:47:15.546112,netbanking,Gaming,captured,,,False,0,,False,0.0,none
pay_204885,cust_100904,77527.89,2026-06-28 12:48:37.546112,card,Financial Services,failed,BAD_REQUEST_PAYMENT_CARD_DECLINED,Insufficient funds or card status issue,False,0,,False,0.0,link
pay_204886,cust_110370,999.0,2026-06-28 12:51:27.546112,card,SaaS,captured,,,False,0,,False,0.0,none
pay_204887,cust_100293,1071.73,2026-06-28 12:53:32.546112,UPI,E-commerce,captured,,,False,0,,False,0.0,none
pay_204888,cust_102116,26397.15,2026-06-28 12:54:50.546112,card,Financial Services,failed,BAD_REQUEST_PAYMENT_CANCELLED_BY_USER,Cancelled by user on payment page,False,0,,False,0.0,none
pay_204889,cust_100266,30549.66,2026-06-28 12:55:08.546112,UPI,Edtech,captured,,,False,0,,False,0.0,none
pay_204890,cust_107742,19592.18,2026-06-28 12:57:40.546112,UPI,Edtech,captured,,,False,0,,False,0.0,none
pay_204891,cust_111972,25518.79,2026-06-28 13:00:16.546112,UPI,Edtech,captured,,,False,0,,False,0.0,none
pay_204892,cust_105145,1820.71,2026-06-28 13:03:12.546112,card,E-commerce,failed,BAD_REQUEST_PAYMENT_CANCELLED_BY_USER,Cancelled by user on payment page,False,0,,False,0.0,reminder
pay_204893,cust_102785,777.97,2026-06-28 13:03:57.546112,UPI,E-commerce,captured,,,False,0,,False,0.0,none
pay_204894,cust_106532,643.63,2026-06-28 13:06:51.546112,card,E-commerce,captured,,,False,0,,False,0.0,none
pay_204895,cust_105246,4999.0,2026-06-28 13:09:23.546112,UPI,SaaS,captured,,,False,0,,False,0.0,none
pay_204896,cust_102859,34864.24,2026-06-28 13:10:16.546112,UPI,Edtech,captured,,,False,0,,False,0.0,none
pay_204897,cust_103694,250.0,2026-06-28 13:11:49.546112,UPI,Gaming,captured,,,False,0,,False,0.0,none
pay_204898,cust_106421,15656.44,2026-06-28 13:12:18.546112,wallet,Edtech,captured,,,False,0,,False,0.0,none
pay_204899,cust_110555,500.0,2026-06-28 13:12:53.546112,card,Gaming,captured,,,False,0,,False,0.0,none
pay_204900,cust_110619,14999.0,2026-06-28 13:15:40.546112,card,SaaS,captured,,,False,0,,False,0.0,none
pay_204901,cust_102732,4111.11,2026-06-28 13:16:37.546112,card,E-commerce,captured,,,False,0,,False,0.0,none
pay_204902,cust_102079,500.0,2026-06-28 13:17:37.546112,UPI,Gaming,captured,,,False,0,,False,0.0,none
pay_204903,cust_106962,14999.0,2026-06-28 13:19:33.546112,card,SaaS,captured,,,False,0,,False,0.0,none
pay_204904,cust_107286,16427.55,2026-06-28 13:20:08.546112,card,Financial Services,captured,,,False,0,,False,0.0,none
pay_204905,cust_108339,9999.0,2026-06-28 13:22:05.546112,UPI,SaaS,captured,,,False,0,,False,0.0,none
pay_204906,cust_101817,15126.43,2026-06-28 13:23:21.546112,card,Edtech,captured,,,False,0,,False,0.0,none
pay_204907,cust_111351,1999.0,2026-06-28 13:24:57.546112,UPI,SaaS,captured,,,False,0,,False,0.0,none
pay_204908,cust_102925,705.0,2026-06-28 13:25:32.546112,card,E-commerce,captured,,,False,0,,False,0.0,none
pay_204909,cust_105852,30284.61,2026-06-28 13:27:04.546112,card,Edtech,captured,BAD_REQUEST_PAYMENT_OTP_INCORRECT,Incorrect OTP entered,False,0,,True,30284.61,reminder
pay_204910,cust_104327,1999.0,2026-06-28 13:29:31.546112,UPI,SaaS,captured,,,False,0,,False,0.0,none
pay_204911,cust_110436,22150.88,2026-06-28 13:32:24.546112,UPI,Financial Services,failed,GATEWAY_ERROR_ISSUER_DOWN,Bank issuer down or unresponsive,False,0,,False,0.0,retry
pay_204912,cust_102868,4999.0,2026-06-28 13:34:06.546112,card,SaaS,captured,,,False,0,,False,0.0,none
pay_204913,cust_103287,100.0,2026-06-28 13:34:29.546112,UPI,Gaming,captured,,,False,0,,False,0.0,none
pay_204914,cust_105975,1632.63,2026-06-28 13:37:29.546112,card,E-commerce,failed,BAD_REQUEST_PAYMENT_CARD_DECLINED,Insufficient funds or card status issue,False,0,,False,0.0,none
pay_204915,cust_104404,78935.65,2026-06-28 13:38:40.546112,wallet,Financial Services,failed,GATEWAY_ERROR_TIMED_OUT,Gateway request timed out,False,0,,False,0.0,none
pay_204916,cust_100855,26389.2,2026-06-28 13:40:37.546112,UPI,Edtech,captured,,,False,0,,False,0.0,none
pay_204917,cust_109023,1000.0,2026-06-28 13:41:55.546112,UPI,Gaming,captured,,,False,0,,False,0.0,none
pay_204918,cust_107987,9999.0,2026-06-28 13:43:12.546112,netbanking,SaaS,captured,,,False,0,,False,0.0,none
pay_204919,cust_106255,999.0,2026-06-28 13:45:30.546112,netbanking,SaaS,captured,,,False,0,,False,0.0,none
pay_204920,cust_105828,30739.25,2026-06-28 13:48:13.546112,card,Edtech,captured,,,False,0,,False,0.0,none
pay_204921,cust_101533,38314.45,2026-06-28 13:49:49.546112,card,Financial Services,failed,BAD_REQUEST_PAYMENT_CANCELLED_BY_USER,Cancelled by user on payment page,False,0,,False,0.0,reminder
pay_204922,cust_108217,14999.0,2026-06-28 13:50:58.546112,card,SaaS,captured,,,False,0,,False,0.0,none
pay_204923,cust_100610,33325.22,2026-06-28 13:52:00.546112,card,Financial Services,captured,,,False,0,,False,0.0,none
pay_204924,cust_109701,11516.32,2026-06-28 13:53:29.546112,card,Financial Services,failed,BAD_REQUEST_PAYMENT_OTP_INCORRECT,Incorrect OTP entered,False,0,,False,0.0,reminder
pay_204925,cust_111125,250.0,2026-06-28 13:55:41.546112,UPI,Gaming,captured,,,False,0,,False,0.0,none
pay_204926,cust_110025,4999.0,2026-06-28 13:56:39.546112,UPI,SaaS,captured,,,False,0,,False,0.0,none
pay_204927,cust_108593,57575.29,2026-06-28 13:57:24.546112,UPI,Financial Services,failed,BAD_REQUEST_PAYMENT_CANCELLED_BY_USER,Cancelled by user on payment page,False,0,,False,0.0,reminder
pay_204928,cust_106566,1249.94,2026-06-28 13:58:18.546112,UPI,E-commerce,captured,BAD_REQUEST_PAYMENT_CANCELLED_BY_USER,Cancelled by user on payment page,False,0,,True,1249.94,reminder
pay_204929,cust_102593,32465.03,2026-06-28 13:59:13.546112,netbanking,Edtech,captured,BAD_REQUEST_PAYMENT_TIMED_OUT,Payment session timed out,False,0,,True,32465.03,retry
pay_204930,cust_107370,4999.0,2026-06-28 14:00:30.546112,netbanking,SaaS,captured,,,False,0,,False,0.0,none
pay_204931,cust_100890,367.18,2026-06-28 14:01:05.546112,card,E-commerce,captured,,,False,0,,False,0.0,none
pay_204932,cust_100372,1000.0,2026-06-28 14:01:36.546112,UPI,Gaming,failed,GATEWAY_ERROR_ISSUER_DOWN,Bank issuer down or unresponsive,False,0,,False,0.0,retry
pay_204933,cust_107449,1000.0,2026-06-28 14:03:48.546112,card,Gaming,failed,BAD_REQUEST_PAYMENT_OTP_INCORRECT,Incorrect OTP entered,False,0,,False,0.0,reminder
pay_204934,cust_106858,11893.44,2026-06-28 14:05:59.546112,UPI,Edtech,captured,,,False,0,,False,0.0,none
pay_204935,cust_104266,999.0,2026-06-28 14:08:48.546112,UPI,SaaS,captured,,,False,0,,False,0.0,none
pay_204936,cust_109234,578.79,2026-06-28 14:09:13.546112,UPI,E-commerce,captured,,,False,0,,False,0.0,none
pay_204937,cust_102039,14999.0,2026-06-28 14:11:10.546112,netbanking,SaaS,captured,,,False,0,,False,0.0,none
pay_204938,cust_111660,250.0,2026-06-28 14:13:36.546112,UPI,Gaming,captured,GATEWAY_ERROR_ISSUER_DOWN,Bank issuer down or unresponsive,False,0,,True,250.0,retry
pay_204939,cust_109430,14999.0,2026-06-28 14:14:25.546112,netbanking,SaaS,captured,,,False,0,,False,0.0,none
pay_204940,cust_100031,9999.0,2026-06-28 14:14:42.546112,card,SaaS,failed,BAD_REQUEST_PAYMENT_OTP_INCORRECT,Incorrect OTP entered,False,0,,False,0.0,reminder
pay_204941,cust_101972,14999.0,2026-06-28 14:16:18.546112,UPI,SaaS,captured,,,False,0,,False,0.0,none
pay_204942,cust_100299,20272.94,2026-06-28 14:17:23.546112,UPI,Edtech,captured,,,False,0,,False,0.0,none
pay_204943,cust_103765,30541.53,2026-06-28 14:19:48.546112,card,Financial Services,captured,,,False,0,,False,0.0,none
pay_204944,cust_103119,7969.17,2026-06-28 14:21:37.546112,UPI,Edtech,failed,GATEWAY_ERROR_TIMED_OUT,Gateway request timed out,False,0,,False,0.0,none
pay_204945,cust_107225,783.32,2026-06-28 14:22:48.546112,card,E-commerce,captured,,,False,0,,False,0.0,none
pay_204946,cust_109358,1000.0,2026-06-28 14:24:37.546112,netbanking,Gaming,failed,BAD_REQUEST_PAYMENT_CARD_BLOCKED,Card blocked by issuer bank,False,0,,False,0.0,none
pay_204947,cust_109024,6209.5,2026-06-28 14:27:03.546112,UPI,Edtech,captured,,,False,0,,False,0.0,none
pay_204948,cust_108936,4999.0,2026-06-28 14:27:45.546112,card,SaaS,captured,,,False,0,,False,0.0,none
pay_204949,cust_111497,33754.68,2026-06-28 14:29:33.546112,card,Edtech,captured,,,False,0,,False,0.0,none
pay_204950,cust_107577,1771.18,2026-06-28 14:30:46.546112,netbanking,E-commerce,failed,BAD_REQUEST_PAYMENT_CARD_DECLINED,Insufficient funds or card status issue,False,0,,False,0.0,none
pay_204951,cust_107880,25956.66,2026-06-28 14:33:15.546112,netbanking,Edtech,captured,,,False,0,,False,0.0,none
pay_204952,cust_108551,14999.0,2026-06-28 14:34:30.546112,netbanking,SaaS,captured,,,False,0,,False,0.0,none
pay_204953,cust_109421,14999.0,2026-06-28 14:37:03.546112,card,SaaS,captured,,,False,0,,False,0.0,none
pay_204954,cust_101542,100.0,2026-06-28 14:39:59.546112,UPI,Gaming,failed,BAD_REQUEST_PAYMENT_CANCELLED_BY_USER,Cancelled by user on payment page,False,0,,False,0.0,reminder
pay_204955,cust_107536,1000.0,2026-06-28 14:42:37.546112,netbanking,Gaming,failed,GATEWAY_ERROR_TIMED_OUT,Gateway request timed out,False,0,,False,0.0,retry
pay_204956,cust_101041,7345.35,2026-06-28 14:44:31.546112,UPI,E-commerce,captured,,,False,0,,False,0.0,none
pay_204957,cust_104217,9999.0,2026-06-28 14:47:05.546112,wallet,SaaS,failed,BAD_REQUEST_PAYMENT_CARD_BLOCKED,Card blocked by issuer bank,False,0,,False,0.0,none
pay_204958,cust_111444,1723.23,2026-06-28 14:49:56.546112,card,E-commerce,captured,,,False,0,,False,0.0,none
pay_204959,cust_104200,4787.2,2026-06-28 14:51:20.546112,card,E-commerce,captured,,,False,0,,False,0.0,none
pay_204960,cust_101966,74645.09,2026-06-28 14:53:54.546112,card,Financial Services,failed,BAD_REQUEST_PAYMENT_CARD_BLOCKED,Card blocked by issuer bank,False,0,,False,0.0,link
pay_204961,cust_107214,1701.1,2026-06-28 14:54:53.546112,card,E-commerce,captured,,,False,0,,False,0.0,none
pay_204962,cust_103744,322.35,2026-06-28 14:55:11.546112,card,E-commerce,captured,,,False,0,,False,0.0,none
pay_204963,cust_100761,28033.28,2026-06-28 14:57:40.546112,UPI,Edtech,captured,,,False,0,,False,0.0,none
pay_204964,cust_104938,4999.0,2026-06-28 14:58:39.546112,wallet,SaaS,captured,BAD_REQUEST_PAYMENT_CANCELLED_BY_USER,Cancelled by user on payment page,False,0,,True,4999.0,reminder
pay_204965,cust_102944,999.0,2026-06-28 15:00:58.546112,card,SaaS,captured,,,False,0,,False,0.0,none
pay_204966,cust_102592,9999.0,2026-06-28 15:01:42.546112,netbanking,SaaS,captured,,,False,0,,False,0.0,none
pay_204967,cust_102753,28490.13,2026-06-28 15:04:01.546112,card,Edtech,captured,,,False,0,,False,0.0,none
pay_204968,cust_110924,32952.11,2026-06-28 15:04:53.546112,netbanking,Financial Services,captured,,,False,0,,False,0.0,none
pay_204969,cust_111486,14999.0,2026-06-28 15:06:16.546112,netbanking,SaaS,failed,BAD_REQUEST_PAYMENT_CARD_DECLINED,Insufficient funds or card status issue,False,0,,False,0.0,link
pay_204970,cust_103831,260.09,2026-06-28 15:08:49.546112,UPI,E-commerce,captured,,,False,0,,False,0.0,none
pay_204971,cust_105986,5000.0,2026-06-28 15:11:33.546112,card,Gaming,captured,,,False,0,,False,0.0,none
pay_204972,cust_107637,1999.0,2026-06-28 15:12:16.546112,UPI,SaaS,captured,,,False,0,,False,0.0,none
pay_204973,cust_104507,999.0,2026-06-28 15:14:15.546112,UPI,SaaS,failed,BAD_REQUEST_PAYMENT_CANCELLED_BY_USER,Cancelled by user on payment page,False,0,,False,0.0,none
pay_204974,cust_106456,1999.0,2026-06-28 15:15:54.546112,card,SaaS,captured,,,False,0,,False,0.0,none
pay_204975,cust_100998,21606.13,2026-06-28 15:18:46.546112,UPI,Edtech,captured,,,False,0,,False,0.0,none
pay_204976,cust_104252,8936.02,2026-06-28 15:21:46.546112,UPI,Edtech,captured,,,False,0,,False,0.0,none
pay_204977,cust_110251,68514.35,2026-06-28 15:24:33.546112,UPI,Financial Services,failed,BAD_REQUEST_PAYMENT_CANCELLED_BY_USER,Cancelled by user on payment page,False,0,,False,0.0,none
pay_204978,cust_106562,1000.0,2026-06-28 15:25:28.546112,UPI,Gaming,captured,,,False,0,,False,0.0,none
pay_204979,cust_108151,11333.6,2026-06-28 15:27:45.546112,wallet,Edtech,captured,,,False,0,,False,0.0,none
pay_204980,cust_100318,56670.88,2026-06-28 15:29:23.546112,card,Financial Services,captured,,,False,0,,False,0.0,none
pay_204981,cust_100033,5000.0,2026-06-28 15:31:57.546112,card,Gaming,captured,BAD_REQUEST_PAYMENT_OTP_INCORRECT,Incorrect OTP entered,False,0,,True,5000.0,reminder
pay_204982,cust_111516,1926.67,2026-06-28 15:34:12.546112,wallet,E-commerce,captured,,,False,0,,False,0.0,none
