customer_id,tenure_days,merchant_category,preferred_payment_method,historical_success_rate,historical_failure_rate,velocity_24h,time_since_last_success_days
cust_103048,130,SaaS,UPI,0.8407,0.1593,0,3.1
cust_103049,51,E-commerce,card,0.9394,0.0606,1,18.35
cust_103050,16,E-commerce,UPI,0.737,0.263,0,1.52
cust_103051,300,SaaS,UPI,0.7538,0.2462,0,32.12
cust_103052,254,E-commerce,card,0.8726,0.1274,1,18.1
cust_103053,141,SaaS,netbanking,0.8065,0.1935,1,14.89
cust_103054,37,Gaming,UPI,0.8773,0.1227,0,27.35
cust_103055,42,E-commerce,card,0.8193,0.1807,0,32.17
cust_103056,49,SaaS,card,0.8803,0.1197,1,4.75
cust_103057,166,Edtech,netbanking,0.2818,0.7182,1,36.92
cust_103058,59,Edtech,card,0.7692,0.2308,1,15.35
cust_103059,109,SaaS,netbanking,0.7002,0.2998,0,5.46
cust_103060,215,Edtech,UPI,0.8322,0.1678,0,46.63
cust_103061,40,Gaming,wallet,0.1924,0.8076,0,19.48
cust_103062,168,Financial Services,card,0.7852,0.2148,0,7.55
cust_103063,223,SaaS,UPI,0.8912,0.1088,0,1.69
cust_103064,109,E-commerce,UPI,0.9076,0.0924,0,6.37
cust_103065,4,Edtech,UPI,0.8649,0.1351,1,20.01
cust_103066,143,Gaming,UPI,0.8821,0.1179,0,0.98
cust_103067,183,E-commerce,wallet,0.7244,0.2756,0,11.48
cust_103068,33,SaaS,UPI,0.4713,0.5287,1,18.09
cust_103069,71,SaaS,card,0.5842,0.4158,0,26.27
cust_103070,12,E-commerce,UPI,0.8248,0.1752,1,10.68
cust_103071,22,SaaS,UPI,0.3733,0.6267,0,41.59
cust_103072,97,Edtech,card,0.8328,0.1672,0,8.98
cust_103073,82,E-commerce,netbanking,0.743,0.257,1,0.47
cust_103074,96,E-commerce,UPI,0.8541,0.1459,1,3.14
cust_103075,64,Edtech,UPI,0.9126,0.0874,0,19.48
cust_103076,99,Gaming,netbanking,0.9506,0.0494,1,7.93
cust_103077,11,Financial Services,netbanking,0.7329,0.2671,0,5.0
cust_103078,44,Financial Services,UPI,0.3095,0.6905,0,19.7
cust_103079,194,Gaming,netbanking,0.7467,0.2533,0,6.33
cust_103080,249,Edtech,UPI,0.7361,0.2639,1,11.35
cust_103081,105,SaaS,card,0.717,0.283,1,4.26
cust_103082,93,E-commerce,netbanking,0.8113,0.1887,0,16.24
cust_103083,62,Gaming,UPI,0.972,0.028,1,7.23
cust_103084,8,E-commerce,UPI,0.8426,0.1574,0,8.12
cust_103085,63,Gaming,UPI,0.8122,0.1878,0,6.09
cust_103086,368,Edtech,netbanking,0.701,0.299,0,0.3
cust_103087,326,Gaming,card,0.8951,0.1049,0,15.17
cust_103088,46,Gaming,UPI,0.8982,0.1018,1,1.67
cust_103089,18,Gaming,UPI,0.9387,0.0613,1,0.22
cust_103090,347,Edtech,UPI,0.8546,0.1454,0,2.71
cust_103091,33,E-commerce,UPI,0.8494,0.1506,2,5.29
cust_103092,98,Edtech,UPI,0.1741,0.8259,0,43.01
cust_103093,25,Edtech,UPI,0.7757,0.2243,0,6.77
cust_103094,3,SaaS,UPI,0.7697,0.2303,0,11.51
cust_103095,32,E-commerce,UPI,0.7004,0.2996,0,21.95
cust_103096,48,Edtech,UPI,0.9722,0.0278,0,13.73
cust_103097,14,Edtech,UPI,0.4527,0.5473,0,15.34
cust_103098,80,Gaming,UPI,0.7374,0.2626,1,6.05
cust_103099,63,Gaming,UPI,0.9759,0.0241,0,22.33
cust_103100,766,SaaS,UPI,0.7614,0.2386,0,1.55
cust_103101,130,Edtech,card,0.972,0.028,1,5.97
cust_103102,114,Gaming,card,0.943,0.057,0,6.46
cust_103103,125,Gaming,card,0.4729,0.5271,0,24.49
cust_103104,153,Financial Services,card,0.7721,0.2279,0,11.45
cust_103105,72,Gaming,UPI,0.9287,0.0713,0,8.21
cust_103106,108,E-commerce,wallet,0.7571,0.2429,0,5.01
cust_103107,28,Financial Services,UPI,0.7649,0.2351,1,9.39
cust_103108,140,Financial Services,UPI,0.9526,0.0474,1,3.35
cust_103109,272,SaaS,netbanking,0.8286,0.1714,0,0.26
cust_103110,12,E-commerce,UPI,0.8373,0.1627,1,4.67
cust_103111,264,E-commerce,UPI,0.7059,0.2941,0,28.34
cust_103112,228,E-commerce,netbanking,0.9289,0.0711,0,15.58
cust_103113,24,Gaming,card,0.7402,0.2598,1,15.82
cust_103114,81,Financial Services,UPI,0.9546,0.0454,1,9.98
cust_103115,11,Financial Services,netbanking,0.3634,0.6366,0,17.57
cust_103116,17,SaaS,netbanking,0.8058,0.1942,1,6.92
cust_103117,78,SaaS,UPI,0.1068,0.8932,0,17.84
cust_103118,454,SaaS,card,0.4851,0.5149,0,16.64
cust_103119,185,Edtech,UPI,0.4137,0.5863,0,17.38
cust_103120,98,SaaS,card,0.7026,0.2974,0,0.88
cust_103121,75,SaaS,card,0.9291,0.0709,0,2.48
cust_103122,354,SaaS,wallet,0.8345,0.1655,2,2.38
cust_103123,50,Gaming,UPI,0.9283,0.0717,2,2.06
cust_103124,289,Edtech,netbanking,0.7433,0.2567,0,20.49
cust_103125,39,SaaS,UPI,0.7749,0.2251,0,10.61
cust_103126,12,Gaming,UPI,0.5125,0.4875,2,2.39
cust_103127,10,SaaS,UPI,0.7287,0.2713,0,2.67
cust_103128,26,Financial Services,card,0.5561,0.4439,0,17.17
cust_103129,25,SaaS,UPI,0.8079,0.1921,0,6.57
cust_103130,7,Edtech,wallet,0.7632,0.2368,1,0.91
cust_103131,108,Financial Services,card,0.9002,0.0998,0,8.4
cust_103132,202,SaaS,card,0.9774,0.0226,2,5.2
cust_103133,101,E-commerce,card,0.5779,0.4221,2,4.39
cust_103134,40,Edtech,UPI,0.2669,0.7331,0,27.35
cust_103135,11,Edtech,card,0.9576,0.0424,1,2.91
cust_103136,119,SaaS,card,0.7499,0.2501,3,23.93
cust_103137,199,Gaming,netbanking,0.7508,0.2492,0,33.79
cust_103138,77,Financial Services,card,0.8868,0.1132,0,5.04
cust_103139,39,Edtech,UPI,0.7804,0.2196,0,16.39
cust_103140,2,SaaS,UPI,0.8398,0.1602,0,8.89
cust_103141,36,Edtech,UPI,0.927,0.073,0,10.58
cust_103142,16,SaaS,UPI,0.9413,0.0587,0,36.4
cust_103143,61,E-commerce,card,0.741,0.259,0,6.74
cust_103144,10,E-commerce,UPI,0.902,0.098,0,5.09
cust_103145,18,Financial Services,card,0.7317,0.2683,1,9.8
cust_103146,396,Financial Services,netbanking,0.778,0.222,0,13.37
cust_103147,17,SaaS,card,0.7357,0.2643,0,1.76
cust_103148,67,Financial Services,UPI,0.8384,0.1616,1,7.57
cust_103149,19,Financial Services,UPI,0.8159,0.1841,0,42.0
cust_103150,13,Edtech,UPI,0.572,0.428,1,20.87
cust_103151,90,E-commerce,UPI,0.8538,0.1462,0,3.53
cust_103152,44,Gaming,netbanking,0.8491,0.1509,1,16.03
cust_103153,36,E-commerce,card,0.8627,0.1373,0,15.25
cust_103154,45,Financial Services,card,0.9174,0.0826,1,0.69
cust_103155,88,E-commerce,UPI,0.7659,0.2341,1,6.65
cust_103156,76,SaaS,card,0.9382,0.0618,0,2.92
cust_103157,302,Edtech,card,0.9681,0.0319,0,2.29
cust_103158,138,SaaS,card,0.2747,0.7253,1,41.74
cust_103159,97,E-commerce,card,0.7404,0.2596,0,1.31
cust_103160,396,Gaming,UPI,0.9556,0.0444,0,16.8
cust_103161,116,E-commerce,netbanking,0.7629,0.2371,0,4.73
cust_103162,306,E-commerce,UPI,0.4479,0.5521,1,33.89
cust_103163,18,E-commerce,card,0.7074,0.2926,1,13.73
cust_103164,196,Financial Services,card,0.8964,0.1036,1,1.9
cust_103165,6,Gaming,UPI,0.5187,0.4813,0,8.16
cust_103166,25,E-commerce,UPI,0.2826,0.7174,0,32.81
cust_103167,108,SaaS,UPI,0.7035,0.2965,1,39.28
cust_103168,115,Financial Services,UPI,0.1912,0.8088,1,20.61
cust_103169,238,E-commerce,UPI,0.8956,0.1044,0,0.98
cust_103170,29,Edtech,UPI,0.9023,0.0977,1,5.58
cust_103171,92,Financial Services,netbanking,0.8947,0.1053,3,33.02
cust_103172,148,Edtech,UPI,0.13,0.87,0,25.4
cust_103173,52,SaaS,UPI,0.7486,0.2514,0,27.11
cust_103174,5,E-commerce,card,0.5163,0.4837,2,14.36
cust_103175,89,Financial Services,UPI,0.9323,0.0677,0,14.5
cust_103176,272,Gaming,card,0.8986,0.1014,0,9.16
cust_103177,49,Financial Services,UPI,0.7761,0.2239,0,1.2
cust_103178,222,SaaS,UPI,0.9738,0.0262,0,32.17
cust_103179,58,E-commerce,UPI,0.8121,0.1879,0,1.27
cust_103180,14,SaaS,UPI,0.7514,0.2486,0,2.1
cust_103181,54,Gaming,netbanking,0.7216,0.2784,0,24.73
cust_103182,83,Financial Services,UPI,0.8828,0.1172,1,0.94
cust_103183,127,Financial Services,UPI,0.7462,0.2538,2,9.07
cust_103184,84,Edtech,wallet,0.7545,0.2455,2,14.81
cust_103185,38,SaaS,UPI,0.2814,0.7186,1,48.64
cust_103186,20,Edtech,netbanking,0.2411,0.7589,0,19.32
cust_103187,30,Gaming,card,0.206,0.794,0,25.71
cust_103188,2,SaaS,UPI,0.7866,0.2134,0,5.43
cust_103189,203,Gaming,netbanking,0.9602,0.0398,0,8.54
cust_103190,176,E-commerce,UPI,0.9735,0.0265,0,7.42
cust_103191,18,Gaming,UPI,0.5932,0.4068,0,9.86
cust_103192,10,Financial Services,UPI,0.2573,0.7427,0,15.81
cust_103193,26,Edtech,netbanking,0.2783,0.7217,0,25.6
cust_103194,59,Edtech,card,0.8401,0.1599,0,2.53
cust_103195,226,Edtech,UPI,0.9032,0.0968,1,41.79
cust_103196,177,E-commerce,wallet,0.7273,0.2727,0,6.42
cust_103197,170,Financial Services,netbanking,0.841,0.159,1,16.03
cust_103198,29,Gaming,card,0.7421,0.2579,0,4.27
cust_103199,322,Gaming,UPI,0.8335,0.1665,0,8.99
cust_103200,16,SaaS,UPI,0.7424,0.2576,0,2.07
cust_103201,194,Financial Services,wallet,0.413,0.587,0,17.07
cust_103202,73,E-commerce,card,0.9261,0.0739,0,0.2
cust_103203,94,E-commerce,wallet,0.7451,0.2549,0,5.45
cust_103204,417,Gaming,card,0.904,0.096,1,36.73
cust_103205,141,Gaming,netbanking,0.7956,0.2044,1,3.43
cust_103206,44,E-commerce,card,0.8009,0.1991,0,8.27
cust_103207,35,Financial Services,netbanking,0.4564,0.5436,0,32.69
cust_103208,111,Financial Services,UPI,0.9792,0.0208,0,3.32
cust_103209,47,Gaming,UPI,0.1762,0.8238,0,57.66
cust_103210,4,Financial Services,card,0.1075,0.8925,0,25.38
cust_103211,53,Edtech,card,0.9713,0.0287,1,1.21
cust_103212,129,SaaS,UPI,0.8273,0.1727,0,5.36
cust_103213,69,E-commerce,UPI,0.7452,0.2548,1,3.79
cust_103214,8,Edtech,card,0.7989,0.2011,0,4.3
cust_103215,147,SaaS,card,0.9161,0.0839,0,7.16
cust_103216,122,Edtech,card,0.974,0.026,0,1.52
cust_103217,21,Financial Services,card,0.7393,0.2607,1,1.86
cust_103218,170,SaaS,netbanking,0.8367,0.1633,1,19.71
cust_103219,2,Edtech,UPI,0.8123,0.1877,0,12.47
cust_103220,9,Gaming,UPI,0.7361,0.2639,0,3.72
cust_103221,246,Edtech,UPI,0.8749,0.1251,0,14.88
cust_103222,4,Edtech,card,0.891,0.109,2,3.85
cust_103223,106,Gaming,UPI,0.9457,0.0543,0,0.99
cust_103224,46,SaaS,netbanking,0.8803,0.1197,0,8.25
cust_103225,69,E-commerce,UPI,0.857,0.143,1,9.87
cust_103226,66,E-commerce,UPI,0.7814,0.2186,0,16.78
cust_103227,13,E-commerce,UPI,0.9391,0.0609,0,14.46
cust_103228,155,E-commerce,card,0.8294,0.1706,0,21.92
cust_103229,175,SaaS,netbanking,0.8312,0.1688,1,6.13
cust_103230,241,Gaming,netbanking,0.8302,0.1698,0,0.53
cust_103231,383,SaaS,UPI,0.7303,0.2697,1,1.27
cust_103232,11,Financial Services,UPI,0.7559,0.2441,0,6.7
cust_103233,146,Edtech,wallet,0.2712,0.7288,0,22.3
cust_103234,89,Gaming,card,0.8966,0.1034,0,0.09
cust_103235,1,Financial Services,UPI,0.3273,0.6727,0,27.2
cust_103236,28,Gaming,netbanking,0.8316,0.1684,3,7.13
cust_103237,24,E-commerce,netbanking,0.7088,0.2912,2,14.22
cust_103238,13,Gaming,UPI,0.7175,0.2825,1,54.15
cust_103239,13,Edtech,netbanking,0.974,0.026,0,17.55
cust_103240,204,E-commerce,netbanking,0.534,0.466,0,29.92
cust_103241,20,Financial Services,UPI,0.878,0.122,0,17.62
cust_103242,77,SaaS,netbanking,0.237,0.763,1,44.74
cust_103243,8,SaaS,netbanking,0.8994,0.1006,0,6.93
cust_103244,66,Financial Services,UPI,0.8875,0.1125,0,2.14
cust_103245,28,Edtech,UPI,0.715,0.285,0,15.99
cust_103246,101,Financial Services,netbanking,0.9109,0.0891,0,11.69
cust_103247,133,E-commerce,UPI,0.9637,0.0363,1,19.65
cust_103248,181,Financial Services,UPI,0.8929,0.1071,1,2.45
cust_103249,9,E-commerce,card,0.8223,0.1777,1,0.04
cust_103250,84,Gaming,card,0.7028,0.2972,0,10.49
cust_103251,11,Gaming,UPI,0.9024,0.0976,0,10.6
cust_103252,19,Gaming,UPI,0.7906,0.2094,0,2.73
cust_103253,31,Edtech,UPI,0.5483,0.4517,0,5.76
cust_103254,180,E-commerce,card,0.7886,0.2114,0,0.5
cust_103255,253,Financial Services,UPI,0.9022,0.0978,0,0.22
cust_103256,119,Financial Services,card,0.94,0.06,2,4.65
cust_103257,43,Financial Services,UPI,0.8619,0.1381,0,1.42
cust_103258,15,SaaS,UPI,0.9741,0.0259,0,32.59
cust_103259,104,Financial Services,wallet,0.9168,0.0832,0,6.12
cust_103260,48,Gaming,UPI,0.7975,0.2025,0,29.02
cust_103261,520,E-commerce,UPI,0.8615,0.1385,0,5.51
cust_103262,25,SaaS,UPI,0.8019,0.1981,0,6.1
cust_103263,39,Edtech,UPI,0.8406,0.1594,0,5.59
cust_103264,491,SaaS,UPI,0.8817,0.1183,3,10.78
cust_103265,234,Financial Services,UPI,0.7985,0.2015,0,45.33
cust_103266,177,Gaming,wallet,0.9727,0.0273,2,14.29
cust_103267,89,Edtech,netbanking,0.1879,0.8121,2,18.63
cust_103268,5,Financial Services,netbanking,0.8548,0.1452,0,3.54
cust_103269,20,E-commerce,netbanking,0.8068,0.1932,2,4.56
cust_103270,44,Financial Services,UPI,0.8966,0.1034,1,9.96
cust_103271,85,SaaS,card,0.9257,0.0743,1,14.85
cust_103272,7,SaaS,UPI,0.1082,0.8918,0,15.65
cust_103273,187,Financial Services,card,0.475,0.525,0,15.41
cust_103274,114,Gaming,netbanking,0.7279,0.2721,0,8.09
cust_103275,194,Financial Services,card,0.9256,0.0744,0,9.49
cust_103276,119,Edtech,card,0.7593,0.2407,0,34.82
cust_103277,27,Financial Services,wallet,0.7321,0.2679,0,11.15
cust_103278,13,Financial Services,UPI,0.7982,0.2018,1,0.41
cust_103279,95,Financial Services,UPI,0.9297,0.0703,2,19.57
cust_103280,303,Financial Services,UPI,0.2873,0.7127,1,25.65
cust_103281,50,E-commerce,UPI,0.7749,0.2251,0,1.57
cust_103282,214,Edtech,UPI,0.9527,0.0473,0,22.45
cust_103283,83,Financial Services,card,0.7012,0.2988,2,6.41
cust_103284,427,Financial Services,UPI,0.1131,0.8869,0,17.17
cust_103285,15,Edtech,card,0.8453,0.1547,2,2.79
cust_103286,5,Gaming,wallet,0.7477,0.2523,0,3.74
cust_103287,284,Gaming,card,0.7677,0.2323,0,21.99
cust_103288,602,Financial Services,UPI,0.8804,0.1196,1,7.42
cust_103289,296,SaaS,wallet,0.8618,0.1382,0,2.39
cust_103290,11,E-commerce,card,0.8093,0.1907,0,5.31
cust_103291,10,E-commerce,UPI,0.7891,0.2109,0,18.03
cust_103292,29,E-commerce,UPI,0.7279,0.2721,1,2.47
cust_103293,9,E-commerce,card,0.8768,0.1232,0,14.53
cust_103294,71,Financial Services,UPI,0.8756,0.1244,0,13.81
cust_103295,280,Edtech,UPI,0.7445,0.2555,0,0.33
cust_103296,76,Edtech,netbanking,0.7261,0.2739,0,26.95
cust_103297,120,Financial Services,netbanking,0.485,0.515,1,17.63
cust_103298,61,E-commerce,UPI,0.4538,0.5462,0,21.37
cust_103299,376,SaaS,UPI,0.7071,0.2929,2,2.34
cust_103300,83,E-commerce,UPI,0.8776,0.1224,0,4.48
cust_103301,211,Edtech,UPI,0.8827,0.1173,0,40.43
cust_103302,8,E-commerce,UPI,0.8499,0.1501,1,9.46
cust_103303,33,E-commerce,netbanking,0.926,0.074,0,3.99
cust_103304,110,Financial Services,UPI,0.8846,0.1154,0,5.39
cust_103305,53,Edtech,card,0.1719,0.8281,0,23.36
cust_103306,128,SaaS,UPI,0.8622,0.1378,0,14.3
cust_103307,229,SaaS,UPI,0.5636,0.4364,0,6.9
cust_103308,92,SaaS,card,0.2412,0.7588,0,27.78
cust_103309,8,E-commerce,UPI,0.3471,0.6529,1,16.61
cust_103310,505,Edtech,netbanking,0.7582,0.2418,1,2.03
cust_103311,341,SaaS,card,0.7061,0.2939,1,4.08
cust_103312,509,SaaS,card,0.8752,0.1248,0,2.48
cust_103313,79,E-commerce,UPI,0.8051,0.1949,0,5.43
cust_103314,182,Edtech,UPI,0.8262,0.1738,1,8.94
cust_103315,12,E-commerce,card,0.7028,0.2972,2,6.63
cust_103316,217,E-commerce,netbanking,0.8767,0.1233,1,47.01
cust_103317,21,SaaS,UPI,0.2714,0.7286,0,18.17
cust_103318,176,Edtech,netbanking,0.8719,0.1281,1,7.21
cust_103319,149,Gaming,UPI,0.3609,0.6391,1,26.97
cust_103320,93,Edtech,netbanking,0.754,0.246,0,4.8
cust_103321,181,SaaS,UPI,0.845,0.155,1,4.61
cust_103322,264,E-commerce,UPI,0.8022,0.1978,0,4.05
cust_103323,39,E-commerce,card,0.1693,0.8307,0,36.14
cust_103324,182,SaaS,UPI,0.9632,0.0368,1,2.04
cust_103325,39,Edtech,UPI,0.7558,0.2442,1,7.6
cust_103326,176,SaaS,card,0.8544,0.1456,0,15.46
cust_103327,49,Edtech,netbanking,0.9265,0.0735,0,17.28
cust_103328,95,Financial Services,UPI,0.812,0.188,0,4.64
cust_103329,144,E-commerce,UPI,0.7554,0.2446,1,11.54
cust_103330,30,Edtech,wallet,0.7288,0.2712,1,4.01
cust_103331,93,Gaming,UPI,0.9223,0.0777,0,1.58
cust_103332,97,Financial Services,card,0.8249,0.1751,0,6.9
cust_103333,251,Gaming,UPI,0.9284,0.0716,1,0.37
cust_103334,25,Gaming,card,0.2915,0.7085,0,35.6
cust_103335,90,E-commerce,UPI,0.8047,0.1953,1,15.58
cust_103336,23,SaaS,UPI,0.949,0.051,2,17.68
cust_103337,26,Gaming,netbanking,0.8147,0.1853,0,2.14
cust_103338,44,Gaming,UPI,0.8806,0.1194,0,2.28
cust_103339,124,Gaming,wallet,0.7084,0.2916,0,7.79
cust_103340,103,E-commerce,netbanking,0.8202,0.1798,0,7.85
cust_103341,77,E-commerce,UPI,0.7203,0.2797,0,5.25
cust_103342,7,Edtech,card,0.9183,0.0817,0,7.63
cust_103343,18,SaaS,netbanking,0.4441,0.5559,1,19.21
cust_103344,115,Edtech,UPI,0.8589,0.1411,0,2.89
cust_103345,297,Edtech,netbanking,0.8573,0.1427,0,7.35
cust_103346,321,Financial Services,netbanking,0.7594,0.2406,1,1.75
cust_103347,136,E-commerce,card,0.239,0.761,0,15.64
cust_103348,263,Gaming,netbanking,0.9261,0.0739,0,22.17
cust_103349,109,SaaS,netbanking,0.881,0.119,0,1.2
cust_103350,69,Financial Services,UPI,0.7896,0.2104,0,1.12
cust_103351,571,E-commerce,UPI,0.347,0.653,0,22.48
cust_103352,93,SaaS,UPI,0.8179,0.1821,1,9.41
cust_103353,155,SaaS,UPI,0.8684,0.1316,0,21.56
cust_103354,3,Gaming,UPI,0.8614,0.1386,1,6.14
cust_103355,480,Edtech,UPI,0.4917,0.5083,0,34.62
cust_103356,244,Gaming,UPI,0.9553,0.0447,0,18.07
cust_103357,161,Edtech,UPI,0.5834,0.4166,0,6.53
cust_103358,236,SaaS,netbanking,0.957,0.043,2,5.88
cust_103359,179,SaaS,card,0.7046,0.2954,0,0.91
cust_103360,313,Financial Services,UPI,0.5013,0.4987,0,9.93
cust_103361,135,Edtech,UPI,0.911,0.089,1,2.07
cust_103362,63,Financial Services,card,0.4873,0.5127,3,15.74
cust_103363,98,Financial Services,UPI,0.8101,0.1899,1,35.31
cust_103364,36,Financial Services,UPI,0.8795,0.1205,0,2.73
cust_103365,108,SaaS,UPI,0.9626,0.0374,0,4.51
cust_103366,3,SaaS,card,0.1239,0.8761,0,15.01
cust_103367,45,SaaS,UPI,0.5968,0.4032,0,1.41
cust_103368,86,Financial Services,card,0.7246,0.2754,0,16.28
cust_103369,73,Edtech,card,0.8505,0.1495,1,12.09
cust_103370,69,SaaS,UPI,0.943,0.057,1,4.13
cust_103371,31,Edtech,UPI,0.7121,0.2879,0,8.66
cust_103372,193,SaaS,card,0.721,0.279,0,44.88
cust_103373,109,Edtech,UPI,0.9217,0.0783,1,13.83
cust_103374,27,Financial Services,UPI,0.7477,0.2523,1,11.5
cust_103375,107,E-commerce,netbanking,0.7336,0.2664,0,8.57
cust_103376,16,Edtech,card,0.9108,0.0892,1,11.26
cust_103377,65,Financial Services,UPI,0.8871,0.1129,0,2.16
cust_103378,65,Gaming,UPI,0.8618,0.1382,1,9.34
cust_103379,3,Financial Services,netbanking,0.7901,0.2099,1,17.08
cust_103380,27,Financial Services,card,0.7739,0.2261,0,5.44
cust_103381,265,Edtech,UPI,0.7988,0.2012,0,29.31
cust_103382,304,E-commerce,card,0.9059,0.0941,0,0.97
cust_103383,188,E-commerce,UPI,0.721,0.279,0,7.71
cust_103384,21,Financial Services,UPI,0.1066,0.8934,0,16.48
cust_103385,21,E-commerce,UPI,0.8078,0.1922,0,12.57
cust_103386,199,Financial Services,UPI,0.2043,0.7957,0,15.33
cust_103387,9,Gaming,UPI,0.8439,0.1561,0,13.45
cust_103388,112,Edtech,UPI,0.7873,0.2127,0,15.18
cust_103389,55,Financial Services,card,0.9374,0.0626,0,13.42
cust_103390,286,SaaS,netbanking,0.7613,0.2387,0,7.16
cust_103391,38,Edtech,netbanking,0.8267,0.1733,0,1.36
cust_103392,69,Gaming,UPI,0.9184,0.0816,0,8.24
cust_103393,50,E-commerce,UPI,0.3115,0.6885,2,19.57
cust_103394,172,Edtech,UPI,0.8616,0.1384,0,1.33
cust_103395,51,SaaS,UPI,0.5381,0.4619,1,5.82
cust_103396,73,SaaS,UPI,0.9503,0.0497,0,1.62
cust_103397,184,E-commerce,UPI,0.8333,0.1667,0,12.58
cust_103398,264,Gaming,netbanking,0.7744,0.2256,0,4.92
cust_103399,84,Gaming,card,0.3157,0.6843,1,19.86
cust_103400,180,E-commerce,UPI,0.8206,0.1794,0,5.3
cust_103401,111,Edtech,wallet,0.2363,0.7637,0,17.34
cust_103402,22,SaaS,UPI,0.2913,0.7087,0,22.87
cust_103403,28,Financial Services,card,0.753,0.247,1,4.22
cust_103404,559,E-commerce,UPI,0.8483,0.1517,1,15.77
cust_103405,176,Financial Services,card,0.7306,0.2694,2,2.71
cust_103406,62,SaaS,card,0.9685,0.0315,0,1.96
cust_103407,7,E-commerce,card,0.5475,0.4525,0,6.92
cust_103408,165,Gaming,card,0.7184,0.2816,0,2.05
cust_103409,30,SaaS,UPI,0.9471,0.0529,0,7.01
cust_103410,28,Financial Services,UPI,0.7284,0.2716,0,41.59
cust_103411,76,Edtech,netbanking,0.7479,0.2521,1,12.27
cust_103412,26,E-commerce,card,0.7806,0.2194,0,17.84
cust_103413,11,Gaming,card,0.7009,0.2991,0,21.3
cust_103414,44,E-commerce,card,0.8961,0.1039,0,4.56
cust_103415,125,Financial Services,netbanking,0.9387,0.0613,0,25.11
cust_103416,113,E-commerce,netbanking,0.8908,0.1092,0,6.38
cust_103417,244,E-commerce,UPI,0.952,0.048,0,0.2
cust_103418,21,E-commerce,card,0.8865,0.1135,1,1.55
cust_103419,71,Financial Services,UPI,0.7497,0.2503,0,20.43
cust_103420,180,Edtech,UPI,0.7478,0.2522,1,13.62
cust_103421,19,SaaS,card,0.9715,0.0285,0,5.77
cust_103422,3,Gaming,UPI,0.5366,0.4634,0,2.74
cust_103423,13,Financial Services,card,0.5095,0.4905,0,9.62
cust_103424,19,Gaming,netbanking,0.7814,0.2186,1,9.53
cust_103425,4,E-commerce,netbanking,0.7468,0.2532,0,0.44
cust_103426,51,E-commerce,UPI,0.728,0.272,0,11.08
cust_103427,77,Edtech,UPI,0.9057,0.0943,0,2.81
cust_103428,13,Gaming,netbanking,0.8362,0.1638,0,9.05
cust_103429,51,Edtech,UPI,0.9318,0.0682,0,6.11
cust_103430,62,Edtech,card,0.9496,0.0504,0,3.62
cust_103431,99,Gaming,card,0.7756,0.2244,0,6.27
cust_103432,8,Gaming,UPI,0.7058,0.2942,0,20.11
cust_103433,258,Financial Services,UPI,0.8846,0.1154,0,8.75
cust_103434,20,E-commerce,card,0.7087,0.2913,2,2.44
cust_103435,211,Gaming,card,0.9725,0.0275,1,9.09
cust_103436,102,Edtech,UPI,0.725,0.275,0,9.4
cust_103437,26,Financial Services,UPI,0.9703,0.0297,0,6.32
cust_103438,235,Gaming,UPI,0.8258,0.1742,0,41.91
cust_103439,291,Gaming,UPI,0.9549,0.0451,1,0.28
cust_103440,39,Edtech,UPI,0.8095,0.1905,1,39.96
cust_103441,150,Financial Services,UPI,0.7773,0.2227,2,14.34
cust_103442,335,E-commerce,UPI,0.36,0.64,1,45.87
cust_103443,29,Edtech,card,0.7344,0.2656,1,9.17
cust_103444,36,Financial Services,UPI,0.9219,0.0781,0,7.53
cust_103445,72,Edtech,UPI,0.9715,0.0285,0,1.73
cust_103446,6,Financial Services,UPI,0.7412,0.2588,0,15.42
cust_103447,23,E-commerce,UPI,0.7811,0.2189,1,30.26
cust_103448,151,Gaming,UPI,0.785,0.215,0,7.42
cust_103449,10,Edtech,UPI,0.2474,0.7526,0,29.9
cust_103450,87,Financial Services,UPI,0.2415,0.7585,1,22.15
cust_103451,29,Gaming,card,0.3442,0.6558,1,18.34
cust_103452,34,SaaS,UPI,0.8849,0.1151,0,17.04
cust_103453,293,SaaS,UPI,0.1689,0.8311,0,25.13
cust_103454,89,Edtech,UPI,0.8406,0.1594,0,6.7
cust_103455,62,Gaming,card,0.7241,0.2759,1,0.93
cust_103456,287,Edtech,card,0.4665,0.5335,1,22.48
cust_103457,94,Financial Services,netbanking,0.7226,0.2774,0,2.75
cust_103458,63,E-commerce,netbanking,0.5665,0.4335,3,0.49
cust_103459,20,E-commerce,UPI,0.8784,0.1216,2,9.67
cust_103460,300,Financial Services,UPI,0.9532,0.0468,0,6.12
cust_103461,57,Edtech,card,0.8672,0.1328,0,0.17
cust_103462,614,E-commerce,card,0.8901,0.1099,0,30.93
cust_103463,21,Edtech,UPI,0.739,0.261,1,16.06
cust_103464,39,E-commerce,UPI,0.8166,0.1834,0,2.19
cust_103465,171,E-commerce,card,0.724,0.276,2,16.1
cust_103466,124,Gaming,card,0.8291,0.1709,1,6.27
cust_103467,122,E-commerce,UPI,0.9453,0.0547,0,9.59
cust_103468,32,Financial Services,UPI,0.3633,0.6367,0,24.37
cust_103469,54,Edtech,card,0.8918,0.1082,0,6.66
cust_103470,63,Edtech,card,0.8197,0.1803,0,33.18
cust_103471,331,Financial Services,netbanking,0.8292,0.1708,1,7.69
